country,child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp,KMeans_Cluster
Dominican Republic,0.2804085422469823,0.11301659404375385,-0.21751566009597526,0.1910729408436873,0.0586268963743893,0.005592841163311042,0.45613362574689315,0.0911270983213429,0.06210691823899371,0
Ecuador,0.10770659238625814,0.13903077177061499,0.45436021479637945,0.18589856733096038,-0.031370532270506554,0.23266219239373603,0.6929800316536686,0.11990407673860912,0.0,0
Egypt,0.18198700092850512,0.10601277696344509,-0.7871495540264495,0.15255260469338675,-0.005142710208279763,0.5268456375838927,-0.006280785785380329,0.3741007194244603,-0.1619496855345912,0
El Salvador,-0.0018570102135562008,0.13402804528468015,0.034437792988657796,0.26753868275398557,-0.13679609154024172,-0.3064876957494407,0.39974162434051824,-0.06714628297362116,-0.13128930817610063,0
Equatorial Guinea,1.702878365831012,0.4286886353062419,-0.8528765417876579,0.3382551207612538,1.2208794034456159,2.1823266219239374,-1.0890072127877783,1.342925659472422,0.9779874213836478,0
Eritrea,0.6666666666666667,0.023417762680660963,-1.517449418039878,0.13357990181338794,-0.4391874517870918,0.6946308724832215,-0.998780010537578,1.0551558752997603,-0.32845911949685536,0
Estonia,-0.27483751160631387,0.37515946190673916,-0.2868941471772508,0.39459829901094723,0.6551812805348418,-0.40827740492170017,0.6140312296847434,-0.33093525179856126,0.7814465408805031,0
Fiji,0.08913649025069639,0.2886122937000665,-0.7141195676251065,0.36700164027640353,-0.13422473643610183,-0.12975391498881425,-0.5927576004116795,0.12470023980815338,-0.07940251572327044,0
Finland,-0.30269266480965645,0.19306021781871124,0.7793436542823547,0.21464508684611008,1.5345847261506813,-0.5636465324384787,1.0651672409357427,-0.2589928057553957,3.2657232704402515,1
France,-0.28040854224698236,0.1335277726360867,1.8565359537021624,0.16117656054793164,1.3854461301105683,-0.4854586129753915,1.2230648448735928,-0.18225419664268602,2.8254716981132075,1
Gabon,0.8245125348189416,0.2881120210514731,-1.2107234751542382,0.1082829646400562,0.27976343533041914,1.2539149888143177,-0.8634392071622788,0.8009592326139089,0.32154088050314467,0
Gambia,1.1327762302692665,0.11851959317828217,-0.41104512405953364,0.2451163975321688,-0.4268449472872204,-0.12192393736017897,-0.5702007998491292,1.5827338129496402,-0.32216981132075473,0
Georgia,-0.0519962859795729,0.17455012982075233,1.1992660760900764,0.3031843669527712,-0.16610953972743636,0.3534675615212529,0.25312242068394386,-0.23501199040767395,-0.13364779874213836,0
Germany,-0.28040854224698236,0.2110700331680766,1.746990974100148,0.21292029567520113,1.56544098740036,-0.5181208053691275,1.076445641217017,-0.4892086330935253,2.919811320754717,1
Ghana,1.0287836583101209,0.14703513414811073,-0.5826655921026896,0.26351417002186456,-0.3548470043713037,1.2539149888143177,-0.9423880091312031,0.8920863309352516,-0.26336477987421386,0
Greece,-0.28597957288765086,0.11001495815219295,1.2722960624914197,0.1761247506958095,0.9637438930316277,-0.5276286353467562,1.1102808420608432,-0.44604316546762596,1.748427672955975,1
Grenada,-0.08727948003714023,0.11851959317828217,-0.3489696356183922,0.2824868729018634,0.06376960658266907,-0.5492170022371365,0.08394641646481918,-0.08153477218225416,0.2130503144654088,0
Guatemala,0.29897864438254407,0.12852504615015187,0.012528797068254756,0.20832085255277713,-0.1671380817690923,-0.027964205816554812,0.08394641646481918,0.46522781774580324,-0.14386792452830188,0
Guinea,1.6657381615598885,0.1510373153368586,-0.6885590723846368,0.24799104948368378,-0.4510156852661353,1.1979865771812082,-1.4160808209447526,1.4052757793764987,-0.3154088050314465,0
Guinea-Bissau,1.7585886722376973,0.07399532745346214,0.6150261848793336,0.20199661825944423,-0.4407302648495757,-0.27069351230425054,-1.686762427695352,1.2661870503597121,-0.3233490566037736,0
Guyana,0.33983286908078,0.2565948441900836,-0.5242416029816153,0.45439105960245857,-0.21187966058112626,0.03803131991051463,-0.5702007998491292,0.11510791366906464,-0.12735849056603774,0
Haiti,3.504178272980501,0.07599641804783608,0.034437792988657796,0.37160108339882747,-0.435073283620468,0.006711409395973211,-4.337186493794972,0.4412470023980815,-0.31430817610062894,0
Hungary,-0.24698235840297122,0.4086777293625026,0.1878007644314778,0.4394428694545808,0.6346104397017228,-0.3422818791946308,0.4448552254656188,-0.5563549160671464,0.6635220125786163,0
Iceland,-0.3101207056638811,0.26660029716195327,0.9436611236853766,0.24856597987398674,1.4831576240678839,0.008948545861297548,1.290735246561242,-0.10071942446043164,2.9276729559748427,1
India,0.7335190343546889,0.11251632139516038,-1.0098910125505454,0.1554272566449017,-0.2854204165595269,0.4015659955257272,-0.49125199788020407,0.0911270983213429,-0.26022012578616355,0
Indonesia,0.2599814298978644,0.12102095642124959,-1.5357069146402142,0.128405528300661,-0.07868346618668039,1.1085011185682327,-0.07395118747302955,0.033573141486810475,-0.12185534591194969,0
Iran,0.0,0.12152122906984306,-0.4439086179401382,0.11115761659157117,0.3826176394960144,1.1756152125279644,0.4448552254656188,-0.31175059952038375,0.1470125786163522,0
Iraq,0.32683379758588665,0.1965621263588656,0.5821626909987293,0.1956723839661113,0.14091025970686552,1.2539149888143177,-0.37846799506745427,1.0311750599520382,-0.012578616352201259,0
Ireland,-0.28040854224698236,0.514735530864321,0.8669796379639663,0.4969359084848802,1.8380046284391875,-0.9630872483221476,1.1102808420608432,-0.17266187050359727,3.4622641509433962,1
Israel,-0.27298050139275765,0.17455012982075233,0.297345744033492,0.18877321928247534,1.0100282849061455,-0.40492170022371365,1.2230648448735928,0.2973621103117504,2.039308176100629,1
Italy,-0.2841225626740947,0.12552341025859096,0.9911306148462491,0.1560021870352047,1.34944715865261,-0.5672259507829978,1.2569000457174175,-0.45563549160671474,2.44811320754717,1
Jamaica,-0.02228412256267408,0.15604004182279343,-0.7323770642254426,0.28478659446307536,-0.10079712008228336,0.4944071588366892,0.46741202602816906,-0.11510791366906485,0.0015723270440251573,0
Japan,-0.2989786443825441,0.07449560010205562,0.9765246175659809,0.07781165395399751,1.328876317819491,-0.8154362416107382,1.3809624488114416,-0.4892086330935253,3.1320754716981134,1
Jordan,0.03342618384401116,0.24108639208368562,0.44705721615624466,0.39632309018185624,-0.02519928002057084,0.3400447427293065,0.5914744291221932,0.5995203836930456,-0.0770440251572327,0
Kazakhstan,0.040854224698235825,0.2205752134913528,-0.9222550288689338,0.17152530757338552,0.521470815119568,1.5782997762863535,-0.24312719169215422,0.0911270983213429,0.3466981132075472,0
Kenya,0.796657381615599,0.10301114107188418,-0.7542860601458452,0.19279773201459632,-0.3846747235793263,-0.3691275167785235,-0.874717607443554,0.9400479616306955,-0.29033018867924526,0
Kiribati,0.8059424326833798,0.06599096507596641,1.6374459944981339,0.4589905027248826,-0.42324505014142455,-0.43288590604026844,-1.1115640133503277,0.685851318944844,-0.24921383647798742,0
Kuwait,-0.15784586815227483,0.3331365594248866,-1.5284039160000797,0.1743999595249005,3.3551041398817176,0.6498881431767338,0.8621560358727933,-0.09592326139088737,2.660377358490566,1
Kyrgyz Republic,0.191272051996286,0.2575953894872706,-0.23212165737624382,0.4693392497503365,-0.368732321933659,0.5156599552572707,-0.23184879141087988,0.33093525179856115,-0.2971698113207547,0
Lao,1.1067780872794801,0.17655122041512625,-0.8565280411077254,0.28306180329216635,-0.30753407045512987,0.4261744966442953,-0.7619336046308042,0.3549160671462829,-0.27672955974842767,0
Latvia,-0.21355617455896006,0.26810111510773377,-0.049546691372886656,0.31640776592974007,0.4289020313705323,-0.6937360178970917,0.28695762152776844,-0.5035971223021583,0.5220125786163522,0
Lebanon,-0.1671309192200557,0.1785523110095002,0.07825578482946356,0.3457292158351928,0.326047827204937,-0.5762863534675615,1.0426104403731922,-0.38369304556354916,0.330188679245283,0
Lesotho,1.4930362116991645,0.1965621263588656,1.5644160080967908,0.5803008150788144,-0.3898174337876061,-0.1387024608501118,-2.713096853291375,0.4268585131894483,-0.27437106918238996,0
Liberia,1.2999071494893222,0.09500677869438845,1.8200209605014912,0.5320066622933628,-0.4762149652867061,0.008948545861297548,-1.1002856130690535,1.251798561151079,-0.34064465408805034,0
Libya,-0.0501392757660167,0.32763356029035823,-1.0719665009916868,0.24166681519035083,1.0100282849061455,0.9854586129753914,0.6253096299660178,0.0,0.5849056603773585,0
Lithuania,-0.24512534818941506,0.3261327423445778,0.08190728414953062,0.38597434315640233,0.5728979172023656,-0.3366890380313199,0.2982360218090444,-0.43645083932853723,0.5770440251572327,0
Luxembourg,-0.3064066852367688,0.8749318378516291,0.34846673451443194,0.8160222751030419,4.203651324247879,-0.19798657718120802,1.211786444592317,-0.37410071942446055,7.888364779874214,1
"Macedonia, FYR",-0.16527390900649955,0.19856321695323953,0.10016478074986628,0.33365567763882986,0.0740550269992286,-0.37472035794183445,0.3884632240592439,-0.45083932853717035,-0.009433962264150943,0
Madagascar,0.796657381615599,0.12452286496140398,-1.1121329935124253,0.24684118870307775,-0.4407302648495757,0.3803131991051454,-1.1002856130690535,1.0503597122302155,-0.33388364779874213,0
Malawi,1.3221912720519964,0.11351686669234734,-0.08241018525349089,0.20027182708853522,-0.4592440215993829,0.7505592841163311,-1.9687224347272263,1.3908872901678655,-0.3302672955974843,0
Malaysia,-0.2116991643454039,0.4341916344407703,-0.8857400356682625,0.4078216979879161,0.5728979172023656,0.21029082774049218,0.4448552254656188,-0.12470023980815359,0.3466981132075472,0
Maldives,-0.11327762302692668,0.3876662781215763,-0.17734916757523655,0.3756255961309485,0.027770635124710723,-0.28076062639821026,0.8283208350289687,-0.08633093525179864,0.1918238993710692,0
Mali,2.1857010213556176,0.11351686669234734,-0.6703015757843008,0.20142168786914125,-0.4160452558498329,-0.11409395973154358,-1.2469048167256278,1.9856115107913668,-0.31069182389937106,0
Malta,-0.23212627669452182,0.7648718551610628,0.6697986746803408,0.8850139219394012,0.9431730521985087,-0.17449664429530198,1.0990024417795672,-0.5035971223021583,1.2924528301886793,1
Mauritania,1.4503249767873725,0.25309293564992924,-0.878437037028128,0.3514785197382227,-0.3414759578297763,1.5111856823266219,-0.2656839922547045,1.2326139088729018,-0.2720125786163522,0
Mauritius,-0.07985143918291551,0.25559429889289664,-0.2978486451374523,0.35722782364125266,0.30547698637181797,-0.47651006711409394,0.3207928223715947,-0.40287769784172667,0.26257861635220126,0
"Micronesia, Fed. Sts.",0.3844011142061281,0.11701877523250172,2.6963807973176053,0.4653147370182155,-0.3404474157881203,-0.17785234899328858,-0.5814792001304036,0.5035971223021583,-0.14150943396226415,0
Moldova,-0.038997214484679694,0.19556158106167865,1.7835059673008191,0.45094147726064066,-0.3111339676009257,0.6387024608501118,-0.09650798803557983,-0.5467625899280576,-0.23820754716981132,0
Mongolia,0.1262766945218199,0.2330820297061899,-0.5023326070612122,0.32560665217458795,-0.11571097968629468,3.7818791946308727,-0.49125199788020407,0.11031175059952038,-0.1580188679245283,0
Montenegro,-0.23212627669452182,0.184555582792622,0.8377676434034291,0.3601024755927676,0.20776549241450246,-0.4239373601789709,0.659144830809844,-0.3069544364508394,0.15880503144654087,0
Morocco,0.26369545032497677,0.16054249566013482,-0.5899685907428237,0.24684118870307775,-0.18102339933144768,-0.4937360178970917,0.332071222652869,0.08153477218225416,-0.14386792452830188,0
Mozambique,1.5171773444753947,0.1570405871199804,-0.5863170914227567,0.26523896119277357,-0.46500385703265623,0.2516778523489933,-1.8108248307893768,1.5107913669064745,-0.3334119496855346,0
Myanmar,0.8375116063138348,0.0,-1.7694028711245111,0.0,-0.32090511699665725,0.18456375838926178,-0.4235815961925548,0.0,-0.28867924528301886,0
Namibia,0.6815227483751161,0.2385850288407182,-0.013031698172215028,0.3486038677867077,-0.07714065312419645,-0.2046979865771812,-1.3484104192571025,0.5707434052757794,0.041666666666666664,0
Nepal,0.5143918291550603,0.04738082254828882,-0.5717110941424881,0.20889578294308014,-0.4098740035998971,1.086129753914989,-0.25440559197343016,0.09592326139088717,-0.31981132075471697,0
Netherlands,-0.27483751160631387,0.3596510098003412,1.8565359537021624,0.36527684910549457,1.8277192080226279,-0.5080536912751678,1.1441160429046677,-0.29736211031175064,3.588050314465409,1
New Zealand,-0.2432683379758589,0.1510373153368586,1.1992660760900764,0.16060163015762866,1.148881460529699,-0.1856823266219239,1.166672843467218,-0.11510791366906485,2.2830188679245285,1
Niger,1.925719591457753,0.11051523080078643,-0.6045745880230923,0.28191194251156043,-0.4703522756492672,-0.31767337807606266,-1.325853618694553,2.436450839328537,-0.3389937106918239,0
Nigeria,2.0557103064066853,0.12602368290718444,-0.6374380819036966,0.09965900878551129,-0.24736436101825662,11.03020134228188,-1.134120813912878,1.645083932853717,-0.1831761006289308,0
Norway,-0.2989786443825441,0.19806294430464608,0.9728731182459138,0.1634762821091436,2.691694523013628,0.06263982102908283,1.1779512437484922,-0.22062350119904087,6.536163522012578,1
Oman,-0.1411327762302693,0.32813383293895176,-1.4772829255191398,0.23649244167762387,1.8174337876060684,1.1420581655480986,0.6253096299660178,0.23501199040767376,1.150943396226415,0
Pakistan,1.351903435468895,0.06699151037315337,-1.6854183867629668,0.11115761659157117,-0.29210593983029054,0.6163310961968681,-0.5927576004116795,0.6906474820143885,-0.28459119496855345,0
Panama,0.007428040854224671,0.34964555682847154,0.4689662120766477,0.4492166860897317,0.27976343533041914,-0.3131991051454139,0.8170424347476928,0.10071942446043164,0.2688679245283019,0
Paraguay,0.08913649025069639,0.2751049321880425,-0.34531813629832514,0.29571027187883225,-0.13731036256106968,0.07941834451901567,0.39974162434051824,0.1534772182254196,-0.11242138364779874,0
Peru,0.018570102135561744,0.13853049912202153,-0.6337865825836295,0.1364545537649029,0.0,0.03579418344519019,0.8283208350289687,0.06235011990407669,0.02830188679245283,0
Philippines,0.23398328690807796,0.17354958452356534,-1.1705569826334996,0.21004564372368614,-0.22422216508099768,-0.13087248322147652,-0.175456790004505,0.3597122302158273,-0.1988993710691824,0
Poland,-0.24698235840297122,0.20006403489902,0.23527025559235062,0.24166681519035083,0.608896888660324,-0.41722595078299773,0.6478664305285681,-0.4796163069544366,0.6242138364779874,0
Portugal,-0.28597957288765086,0.14903622474248468,1.5279010148961194,0.21464508684611008,0.8866032399074312,-0.5309843400447427,1.0426104403731922,-0.4892086330935253,1.4025157232704402,1
Qatar,-0.191272051996286,0.3111245628867733,-1.8278268602455852,0.1364545537649029,5.91617382360504,0.1778523489932887,1.0087752395293677,-0.16306954436450855,5.160377358490566,1
Romania,-0.14484679665738162,0.16254358625450874,-0.4512116165802723,0.222694112310352,0.40318848032913346,-0.2080536912751678,0.35462802321541925,-0.39328537170263794,0.2806603773584906,0
Russia,-0.17270194986072424,0.1455343162023303,-0.6337865825836295,0.12093143322672209,0.6757521213679609,0.9854586129753914,-0.1528999894419547,-0.40287769784172667,0.4748427672955975,0
Rwanda,0.8226555246053853,0.059487420644251124,1.3453260488927623,0.17210023796368853,-0.4427873489328876,-0.31096196868008946,-0.6717064023806046,1.0071942446043165,-0.3220911949685535,0
Samoa,-0.007428040854224737,0.1455343162023303,-0.12622817709429665,0.3049091581236802,-0.2345075854975572,-0.41051454138702465,0.10650321702736945,0.9256594724220623,-0.09512578616352202,0
Saudi Arabia,-0.06685236768802232,0.24758993651540093,-0.9222550288689338,0.18934814967277835,1.8225764978143482,1.3210290827740492,0.512525627153268,0.26378896882493996,1.150943396226415,0
Senegal,0.8820798514391829,0.12402259231281047,-0.4219996220197351,0.23131806816489692,-0.4001028542041656,-0.3959731543624161,-0.7393768040682539,1.2709832134292565,-0.28773584905660377,0
Serbia,-0.21727019498607245,0.16404440420028918,1.3088110556920909,0.27501277782792444,0.14091025970686552,0.05480984340044746,0.46741202602816906,-0.4844124700239809,0.0589622641509434,0
Seychelles,-0.09099350046425256,0.4687104471937206,-1.2472384683549096,0.6205459424000239,0.5368989457444073,-1.0738255033557047,0.3207928223715947,-0.11510791366906485,0.4827044025157233,0
Sierra Leone,2.6128133704735372,0.08350050777673833,2.294715872110219,0.19797210552732328,-0.44947287220365134,1.3210290827740492,-1.7544328293830018,1.3381294964028778,-0.33498427672955977,0
Singapore,-0.3064066852367688,1.0000000000000002,-1.0427545064311496,1.0,3.195680123425045,-0.6080536912751678,1.3696840485301673,-0.6043165467625901,3.297169811320755,1
Slovak Republic,-0.2284122562674095,0.381162733689861,0.7209196651612804,0.4469169645285197,0.783749035741836,-0.5486577181208053,0.5576392282783685,-0.47002398081534785,0.9386792452830188,0
Slovenia,-0.2989786443825441,0.321130015858643,0.9473126230054436,0.36125233637337356,0.9637438930316277,-0.7133109619686802,1.0087752395293677,-0.40287769784172667,1.4732704402515724,1
Solomon Islands,0.16341689879294338,0.24608911856962046,0.6332836814796695,0.4664645977988215,-0.42067369503728463,0.15883668903803133,-0.998780010537578,0.8776978417266188,-0.264937106918239,0
South Africa,0.6388115134633241,0.1425326803107694,0.7756921549622877,0.15715204781581069,0.10491128824890718,0.10738255033557047,-1.833381631351927,0.08633093525179843,0.2059748427672956,0
South Korea,-0.2822655524605385,0.24658939121821394,0.04174079162879193,0.26523896119277357,1.0511699665723837,-0.24944071588366887,1.076445641217017,-0.565947242206235,1.371069182389937,1
Spain,-0.287836583101207,0.1270242282043714,0.9947821141663161,0.15370246547399272,1.1591668809462587,-0.5850111856823266,1.2794568462799678,-0.4988009592326139,2.047169811320755,1
Sri Lanka,-0.15041782729805017,0.09750814193735587,-1.4152074370779981,0.15370246547399272,-0.07199794291591669,1.947427293064877,0.4335768251843444,-0.10071942446043164,-0.14544025157232704,0
St. Vincent and the Grenadines,0.025998142989786418,0.13402804528468015,-0.8565280411077254,0.32790637373579995,-0.0020570840833119054,-0.1062639821029082,0.11778161730864378,-0.16306954436450855,0.12342767295597484,0
Sudan,1.0659238625812442,0.09800841458594935,-0.1810006668953036,0.0985091480049053,-0.3389046027256364,1.5894854586129756,-0.4799735975989297,1.184652278177458,-0.25,0
Suriname,0.08913649025069639,0.26209784332461195,0.0709527861893291,0.22039439074914002,0.21805091283106198,0.20246085011185688,-0.028837586347930606,0.05275779376498795,0.2861635220125786,0
Sweden,-0.30269266480965645,0.2305806664632225,1.027645608046921,0.23361778972610892,1.694008742607354,-0.49205816554809845,1.2343432451548673,-0.20623501199040775,3.729559748427673,1
Switzerland,-0.27483751160631387,0.31962919791286254,1.7104759808994765,0.3060590189042861,2.3419902288506043,-0.5674496644295302,1.3132920471237923,-0.4268585131894485,5.498427672955975,1
Tajikistan,0.6146703806870937,0.07399532745346214,-0.30515164377758647,0.33653032959034485,-0.4037027513499614,0.7953020134228189,-0.10778638831685577,0.5275779376498799,-0.30833333333333335,0
Tanzania,0.9767873723305479,0.0930056881000145,-0.29419714581738526,0.1669258644509616,-0.4047312933916174,0.43176733780760634,-1.269461617288178,1.448441247002398,-0.31116352201257863,0
Thailand,-0.08170844939647169,0.3321360141276996,-1.0719665009916868,0.3491787981770107,0.18205194137310363,-0.14653243847874717,0.6817016313723927,-0.4124700239808154,0.0330188679245283,0
Timor-Leste,0.8040854224698235,0.01046070108208974,0.8414191427234962,0.15945176937702266,-0.4170737978914888,2.3612975391498883,0.0613896159022689,1.8321342925659474,-0.08333333333333333,0
Togo,1.318477251624884,0.20056430754761348,0.3046487426736265,0.3290562345164059,-0.4499871432244793,-0.470917225950783,-1.3371320189758273,1.1798561151079137,-0.3279874213836478,0
Tonga,-0.03528319405756736,0.06148851123862506,-0.6374380819036966,0.3463041462254957,-0.2561069683723322,-0.19127516778523485,-0.07395118747302955,0.7194244604316546,-0.08726415094339622,0
